Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHA Series,HHASet,Interact,Tag,Catalog,Filename,VariantID,InternalID,UniqueEntryID
switch,https://acnhcdn.com/acdb/wall-mounted/FtrSwitchWall_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,340,85,Brown,Gray,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,For sale,FtrSwitchWall_Remake_1_0,1_0,3471,r6BvCjdKczDuXMiHJ
switch,https://acnhcdn.com/acdb/wall-mounted/FtrSwitchWall_Remake_2_0.png,White,NA,NA,NA,No,No,No,NA,340,85,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,For sale,FtrSwitchWall_Remake_2_0,2_0,3471,y6iByh2HeM4ec8meb
switch,https://acnhcdn.com/acdb/wall-mounted/FtrSwitchWall_Remake_3_0.png,Wood grain,NA,NA,NA,No,No,No,NA,340,85,Brown,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,For sale,FtrSwitchWall_Remake_3_0,3_0,3471,JB7zeDsK92ybsrtMb
tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrTapestry_Remake_0_0.png,Geometric pattern,NA,NA,NA,No,No,No,NA,880,220,Red,Light blue,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrTapestry_Remake_0_0,0_0,704,oP8Ynvx6KWsa7QJkd
tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrTapestry_Remake_1_0.png,Animal,NA,NA,NA,No,No,No,NA,880,220,Green,White,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrTapestry_Remake_1_0,1_0,704,Az7R4zy8CYeydLk3F
tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrTapestry_Remake_2_0.png,Floral,NA,NA,NA,No,No,No,NA,880,220,Red,Green,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrTapestry_Remake_2_0,2_0,704,hYyk8eWRwTb8d8mem
tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrTapestry_Remake_3_0.png,Fairy tale,NA,NA,NA,No,No,No,NA,880,220,White,Red,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrTapestry_Remake_3_0,3_0,704,6dg6HvJQTkSxisZbc
tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrTapestry_Remake_4_0.png,Bird,NA,NA,NA,No,No,No,NA,880,220,White,Brown,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrTapestry_Remake_4_0,4_0,704,cmNxBeH3P2yp7ha5n
tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrTapestry_Remake_5_0.png,Snow,NA,NA,NA,No,No,No,NA,880,220,Blue,Light blue,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrTapestry_Remake_5_0,5_0,704,6P9ZoAiqcWY9tgPFA
throwback wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBoyClockWall_Remake_0_0.png,Yellow,NA,NA,NA,No,No,No,NA,4200,1050,Yellow,Red,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Clock,For sale,FtrBoyClockWall_Remake_0_0,0_0,4756,AiwZ3CvnwHZMsRB4i
throwback wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBoyClockWall_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,4200,1050,Red,Blue,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Clock,For sale,FtrBoyClockWall_Remake_1_0,1_0,4756,bQCYRWLLMbh8YHtea
throwback wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBoyClockWall_Remake_2_0.png,Green,NA,NA,NA,No,No,No,NA,4200,1050,Green,Yellow,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Clock,For sale,FtrBoyClockWall_Remake_2_0,2_0,4756,addfsHMh4AkZyDHt3
throwback wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBoyClockWall_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,4200,1050,Blue,Green,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Clock,For sale,FtrBoyClockWall_Remake_3_0,3_0,4756,85RJkcyHQGMSjdsy9
throwback wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBoyClockWall_Remake_4_0.png,White,NA,NA,NA,No,No,No,NA,4200,1050,White,Pink,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Clock,For sale,FtrBoyClockWall_Remake_4_0,4_0,4756,qEpcZ9oBoiAw3EDq7
throwback wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBoyClockWall_Remake_5_0.png,Gray,NA,NA,NA,No,No,No,NA,4200,1050,Gray,White,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Clock,For sale,FtrBoyClockWall_Remake_5_0,5_0,4756,rTnqWQSDiNczT9yD2
throwback wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBoyClockWall_Remake_6_0.png,Purple,NA,NA,NA,No,No,No,NA,4200,1050,Purple,Black,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Clock,For sale,FtrBoyClockWall_Remake_6_0,6_0,4756,dxhqG6r56zdgygyyy
timber doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentLog_Remake_0_0.png,Natural wood,Color,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Pink,1x1 ,Crafting,,1.0.0,living room,child's room,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentLog_Remake_0_0,0_0,5718,xSTWiQQuQaWSPAWhw
timber doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentLog_Remake_1_0.png,Brown,Color,NA,NA,Yes,Yes,No,1,NFS,400,Brown,Pink,1x1 ,Crafting,,1.0.0,living room,child's room,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentLog_Remake_1_0,1_0,5718,JHoGXrgM7rvYFqL8s
timber doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentLog_Remake_2_0.png,Dark brown,Color,NA,NA,Yes,Yes,No,1,NFS,400,Brown,Red,1x1 ,Crafting,,1.0.0,living room,child's room,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentLog_Remake_2_0,2_0,5718,ogAe7ygCJg7vsHw4N
timber doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentLog_Remake_3_0.png,Light brown,Color,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Yellow,1x1 ,Crafting,,1.0.0,living room,child's room,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentLog_Remake_3_0,3_0,5718,fHy32wAnvSveQ6Mvz
timber doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentLog_Remake_4_0.png,Ash brown,Color,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Red,1x1 ,Crafting,,1.0.0,living room,child's room,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentLog_Remake_4_0,4_0,5718,is4myc9ejizyvBdXG
timber doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentLog_Remake_5_0.png,Black,Color,NA,NA,Yes,Yes,No,1,NFS,400,Black,White,1x1 ,Crafting,,1.0.0,living room,child's room,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentLog_Remake_5_0,5_0,5718,JgBMZad8QgY8phvN3
timber doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentLog_Remake_6_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,400,Blue,Blue,1x1 ,Crafting,,1.0.0,living room,child's room,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentLog_Remake_6_0,6_0,5718,CLH2rjPPNSPSCFwpL
timber doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentLog_Remake_7_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,400,Red,Pink,1x1 ,Crafting,,1.0.0,living room,child's room,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentLog_Remake_7_0,7_0,5718,8kdjvkRri2ZDfPLEK
tree branch wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathBranch.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,100,Brown,Brown,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathBranch,NA,4727,MzEzA66kgsfBmR4bx
tree's bounty mobile,https://acnhcdn.com/acdb/wall-mounted/FtrNutMobile_Remake_0_0.png,Brown,Nut color,NA,NA,Yes,Yes,No,3,NFS,2030,Brown,Orange,1x1.5 ,Crafting,Fall seasonal DIY using acorns (from shaking trees),1.0.0,fancy,None,tree's bounty or leaves ,None,Yes,Supplies,Not for sale,FtrNutMobile_Remake_0_0,0_0,6075,vu6CcKwJn9TrkHWW3
tree's bounty mobile,https://acnhcdn.com/acdb/wall-mounted/FtrNutMobile_Remake_1_0.png,White,Nut color,NA,NA,Yes,Yes,No,3,NFS,2030,White,Yellow,1x1.5 ,Crafting,Fall seasonal DIY using acorns (from shaking trees),1.0.0,fancy,None,tree's bounty or leaves ,None,Yes,Supplies,Not for sale,FtrNutMobile_Remake_1_0,1_0,6075,WXmHeyjdtmJraCWii
tulip wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathTulip.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathTulip,NA,5670,eotzEuDmC8kRwpXNG
ventilation fan,https://acnhcdn.com/acdb/wall-mounted/FtrExtractorfan_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,1200,300,White,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,For sale,FtrExtractorfan_Remake_0_0,0_0,957,uAzwtaK3oXttabv9y
ventilation fan,https://acnhcdn.com/acdb/wall-mounted/FtrExtractorfan_Remake_1_0.png,Pink,NA,NA,NA,No,No,No,NA,1200,300,Pink,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,For sale,FtrExtractorfan_Remake_1_0,1_0,957,Nw85EvzakQx7H6vBi
ventilation fan,https://acnhcdn.com/acdb/wall-mounted/FtrExtractorfan_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,1200,300,Blue,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,For sale,FtrExtractorfan_Remake_2_0,2_0,957,FQ5eN33cNYBzyYyq8
ventilation fan,https://acnhcdn.com/acdb/wall-mounted/FtrExtractorfan_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,1200,300,Green,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,For sale,FtrExtractorfan_Remake_3_0,3_0,957,SEBNjom2QignvDcQF
ventilation fan,https://acnhcdn.com/acdb/wall-mounted/FtrExtractorfan_Remake_4_0.png,Orange,NA,NA,NA,No,No,No,NA,1200,300,Orange,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,For sale,FtrExtractorfan_Remake_4_0,4_0,957,RHXeNvPrCFvHhjcCz
wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrOfficeClock_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,690,172,Gray,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,school,None,None,Yes,Clock,For sale,FtrOfficeClock_Remake_0_0,0_0,1744,TQ8MPfBmYSebj3EL3
wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrOfficeClock_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,690,172,White,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,school,None,None,Yes,Clock,For sale,FtrOfficeClock_Remake_1_0,1_0,1744,be77bPev8uwaRmbtj
wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrOfficeClock_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,690,172,Black,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,school,None,None,Yes,Clock,For sale,FtrOfficeClock_Remake_2_0,2_0,1744,sxj4oJ5G79Cdo4w9y
wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrOfficeClock_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,690,172,Red,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,school,None,None,Yes,Clock,For sale,FtrOfficeClock_Remake_3_0,3_0,1744,KdYCwCyLeiQJhSCBB
wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrOfficeClock_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,690,172,Blue,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,school,None,None,Yes,Clock,For sale,FtrOfficeClock_Remake_4_0,4_0,1744,GqeBRLqaZwNo8ergj
wall fan,https://acnhcdn.com/acdb/wall-mounted/FtrFanRetroWall_Remake_0_0.png,Green,NA,NA,NA,No,No,No,NA,1400,350,Green,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,school,None,None,Yes,Air Conditioning,For sale,FtrFanRetroWall_Remake_0_0,0_0,3431,hdxNaRA8eGDTMLqjo
wall fan,https://acnhcdn.com/acdb/wall-mounted/FtrFanRetroWall_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,1400,350,Light blue,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,school,None,None,Yes,Air Conditioning,For sale,FtrFanRetroWall_Remake_1_0,1_0,3431,T7Tyu4iDj5F8oov6B
wall fan,https://acnhcdn.com/acdb/wall-mounted/FtrFanRetroWall_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,1400,350,Red,Red,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,school,None,None,Yes,Air Conditioning,For sale,FtrFanRetroWall_Remake_2_0,2_0,3431,3Ap6EN9eNubJ6k7W8
wall fan,https://acnhcdn.com/acdb/wall-mounted/FtrFanRetroWall_Remake_3_0.png,Yellow,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Yellow,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,school,None,None,Yes,Air Conditioning,For sale,FtrFanRetroWall_Remake_3_0,3_0,3431,qEBPhPKMCaG68bEkr
wall fan,https://acnhcdn.com/acdb/wall-mounted/FtrFanRetroWall_Remake_4_0.png,White,NA,NA,NA,No,No,No,NA,1400,350,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,school,None,None,Yes,Air Conditioning,For sale,FtrFanRetroWall_Remake_4_0,4_0,3431,6R9tXNSiaqiK2DScx
wall fan,https://acnhcdn.com/acdb/wall-mounted/FtrFanRetroWall_Remake_5_0.png,Black,NA,NA,NA,No,No,No,NA,1400,350,Black,Brown,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,school,None,None,Yes,Air Conditioning,For sale,FtrFanRetroWall_Remake_5_0,5_0,3431,TJB4W8FcWSNvwd7YN
wall fan,https://acnhcdn.com/acdb/wall-mounted/FtrFanRetroWall_Remake_6_0.png,Silver,NA,NA,NA,No,No,No,NA,1400,350,Gray,Gray,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,school,None,None,Yes,Air Conditioning,For sale,FtrFanRetroWall_Remake_6_0,6_0,3431,F28hAbHh3u9G7iSj2
wall fan,https://acnhcdn.com/acdb/wall-mounted/FtrFanRetroWall_Remake_7_0.png,Brown,NA,NA,NA,No,No,No,NA,1400,350,Brown,Brown,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,school,None,None,Yes,Air Conditioning,For sale,FtrFanRetroWall_Remake_7_0,7_0,3431,nPCDhRRbHGTkqJjz9
wall-mounted candle,https://acnhcdn.com/acdb/wall-mounted/FtrCandleWall_Remake_0_0.png,Gold,NA,NA,NA,No,No,No,NA,800,200,Yellow,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,horror,None,None,None,Yes,Lamp,For sale,FtrCandleWall_Remake_0_0,0_0,5165,TeDcQnwSPdBJH3W5w
wall-mounted candle,https://acnhcdn.com/acdb/wall-mounted/FtrCandleWall_Remake_1_0.png,Silver,NA,NA,NA,No,No,No,NA,800,200,Gray,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,horror,None,None,None,Yes,Lamp,For sale,FtrCandleWall_Remake_1_0,1_0,5165,zqHDbqxTbYQFNpzdH
wall-mounted candle,https://acnhcdn.com/acdb/wall-mounted/FtrCandleWall_Remake_2_0.png,Copper,NA,NA,NA,No,No,No,NA,800,200,Brown,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,horror,None,None,None,Yes,Lamp,For sale,FtrCandleWall_Remake_2_0,2_0,5165,6ayNvsZxqe56degFA
wall-mounted candle,https://acnhcdn.com/acdb/wall-mounted/FtrCandleWall_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,800,200,Black,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,horror,None,None,None,Yes,Lamp,For sale,FtrCandleWall_Remake_3_0,3_0,5165,wZgNHhr67uyENxXXY
wall-mounted candle,https://acnhcdn.com/acdb/wall-mounted/FtrCandleWall_Remake_4_0.png,White,NA,NA,NA,No,No,No,NA,800,200,White,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,horror,None,None,None,Yes,Lamp,For sale,FtrCandleWall_Remake_4_0,4_0,5165,3o6WMvdTp9FG5rNoA
wall-mounted phone,https://acnhcdn.com/acdb/wall-mounted/FtrPhoneWall_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,1300,325,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,For sale,FtrPhoneWall_Remake_0_0,0_0,3987,jtXASWPrz7No5cGzg
wall-mounted phone,https://acnhcdn.com/acdb/wall-mounted/FtrPhoneWall_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,For sale,FtrPhoneWall_Remake_1_0,1_0,3987,Q6qsJBzpFqbPW5pcf
wall-mounted phone,https://acnhcdn.com/acdb/wall-mounted/FtrPhoneWall_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,1300,325,Gray,Gray,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,For sale,FtrPhoneWall_Remake_2_0,2_0,3987,FZbpZjuSRShoepwwJ
wall-mounted phone,https://acnhcdn.com/acdb/wall-mounted/FtrPhoneWall_Remake_3_0.png,Gray,NA,NA,NA,No,No,No,NA,1300,325,Brown,Brown,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,For sale,FtrPhoneWall_Remake_3_0,3_0,3987,q92g8KiQ9oNjLkhfG
wall-mounted phone,https://acnhcdn.com/acdb/wall-mounted/FtrPhoneWall_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,Red,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,For sale,FtrPhoneWall_Remake_4_0,4_0,3987,vuF3x3z54xiFGzrFP
wall-mounted phone,https://acnhcdn.com/acdb/wall-mounted/FtrPhoneWall_Remake_5_0.png,Blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,For sale,FtrPhoneWall_Remake_5_0,5_0,3987,ZzgTQ5GReMwLsTDNG
wall-mounted tool board,https://acnhcdn.com/acdb/wall-mounted/FtrToolhanger_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,1500,375,White,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Supplies,For sale,FtrToolhanger_Remake_0_0,0_0,8417,o2FMLgn53Z9Fg7fJq
wall-mounted tool board,https://acnhcdn.com/acdb/wall-mounted/FtrToolhanger_Remake_1_0.png,Camel,NA,NA,NA,No,No,No,NA,1500,375,Brown,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Supplies,For sale,FtrToolhanger_Remake_1_0,1_0,8417,ikaTikFgibQJQoR7B
wall-mounted tool board,https://acnhcdn.com/acdb/wall-mounted/FtrToolhanger_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,1500,375,Yellow,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Supplies,For sale,FtrToolhanger_Remake_2_0,2_0,8417,xcBQagMHuivCh6cXg
wall-mounted tool board,https://acnhcdn.com/acdb/wall-mounted/FtrToolhanger_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,1500,375,Red,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Supplies,For sale,FtrToolhanger_Remake_3_0,3_0,8417,EZaaWiNnWDGuTLXW7
wall-mounted tool board,https://acnhcdn.com/acdb/wall-mounted/FtrToolhanger_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,1500,375,Blue,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Supplies,For sale,FtrToolhanger_Remake_4_0,4_0,8417,28sbNapNucHSdNf4W
wall-mounted tool board,https://acnhcdn.com/acdb/wall-mounted/FtrToolhanger_Remake_5_0.png,Black,NA,NA,NA,No,No,No,NA,1500,375,Black,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Supplies,For sale,FtrToolhanger_Remake_5_0,5_0,8417,e8uRj7TvjkQzoMRju
wall-mounted TV (20 in.),https://acnhcdn.com/acdb/wall-mounted/FtrTV20inchWall_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,8900,2225,Black,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,For sale,FtrTV20inchWall_Remake_0_0,0_0,3986,XSa8HD4kkP7ixvHTQ
wall-mounted TV (20 in.),https://acnhcdn.com/acdb/wall-mounted/FtrTV20inchWall_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,8900,2225,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,For sale,FtrTV20inchWall_Remake_1_0,1_0,3986,gp2ATmoH6qXLxbNxf
wall-mounted TV (20 in.),https://acnhcdn.com/acdb/wall-mounted/FtrTV20inchWall_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,8900,2225,Gray,Gray,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,For sale,FtrTV20inchWall_Remake_2_0,2_0,3986,t7NuukejifmTMAi64
wall-mounted TV (20 in.),https://acnhcdn.com/acdb/wall-mounted/FtrTV20inchWall_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,8900,2225,Red,Red,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,For sale,FtrTV20inchWall_Remake_3_0,3_0,3986,ma46PGXmBjAGLAJcu
wall-mounted TV (20 in.),https://acnhcdn.com/acdb/wall-mounted/FtrTV20inchWall_Remake_4_0.png,Yellow,NA,NA,NA,No,No,No,NA,8900,2225,Yellow,Yellow,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,For sale,FtrTV20inchWall_Remake_4_0,4_0,3986,gG3M9bPeMDDR28xPY
wall-mounted TV (20 in.),https://acnhcdn.com/acdb/wall-mounted/FtrTV20inchWall_Remake_5_0.png,Blue,NA,NA,NA,No,No,No,NA,8900,2225,Blue,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,For sale,FtrTV20inchWall_Remake_5_0,5_0,3986,nXhibRvujThD2K2sM
wall-mounted TV (20 in.),https://acnhcdn.com/acdb/wall-mounted/FtrTV20inchWall_Remake_6_0.png,Pink,NA,NA,NA,No,No,No,NA,8900,2225,Pink,Pink,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,For sale,FtrTV20inchWall_Remake_6_0,6_0,3986,gBqiJveZ6QRtjffmQ
